county_fips,state,county_name,population,democrat_votes,republican_votes,other_votes,Other Christian Denominations_adh,Mainline Protestant_adh,Liturgical/Traditional_adh,Other_adh,Evangelical/Fundamentalist_adh,Judaism_adh,Hinduism_adh,Buddhism_adh,Islam_adh,median_income (USD),unemployment_rate,race_ethnicity_ancestry,religion,sexual_orientation,disability,gender,gender_identity,num_crimes
55087,WISCONSIN,OUTAGAMIE,190705,47667,58385,108022,362.28,55.6,98.73,236.02,2.77,0.06,0.0,0.01,0.62,"54,862",5.6,2,1,0,2,0,0,5
55085,WISCONSIN,ONEIDA,37845,10105,13671,24159,208.67,43.24,56.58,134.53,2.77,0.0,0.0,0.07,0.0,"54,861",7.4,1,0,0,0,0,0,1
55081,WISCONSIN,MONROE,46274,8433,13775,22611,155.04,36.55,40.89,99.06,6.0,0.0,0.0,0.0,0.0,"45,741",5.7,1,0,0,0,0,0,1
55079,WISCONSIN,MILWAUKEE,939489,317270,134357,458971,229.34,31.12,62.06,151.64,22.4,0.75,0.0,0.19,4.24,"51,002",8.4,3,1,0,0,0,0,4
55071,WISCONSIN,MANITOWOC,81359,16818,27218,44829,376.93,56.11,102.54,240.03,2.01,0.0,0.0,0.0,0.0,"50,829",6.3,1,0,0,0,0,0,1
55063,WISCONSIN,LA CROSSE,120784,37846,28684,67884,189.27,44.58,51.45,121.62,3.55,0.1,0.0,0.0,0.98,"54,532",5.5,0,2,0,0,1,0,3
55055,WISCONSIN,JEFFERSON,84900,19904,27208,47979,154.82,48.22,41.97,102.39,0.98,0.0,0.0,0.0,0.0,"49,591",5.6,1,0,0,0,0,0,1
55049,WISCONSIN,IOWA,23709,7828,5909,13992,228.95,36.78,62.13,161.67,0.0,0.0,0.0,0.0,0.0,"53,603",6.2,1,0,0,0,0,0,1
55045,WISCONSIN,GREEN,37093,10851,10169,21406,92.9,23.73,25.02,63.96,1.87,0.0,0.0,0.05,0.0,"56,620",5.0,4,0,0,0,0,0,4
55043,WISCONSIN,GRANT,51938,10998,14142,25608,388.66,47.28,105.34,247.84,2.94,0.0,0.0,0.0,0.0,"49,410",5.3,1,0,0,0,0,0,1
55039,WISCONSIN,FOND DU LAC,104154,20588,35754,57251,333.02,55.22,90.79,217.0,1.34,0.0,0.0,0.0,0.0,"52,813",6.0,0,3,0,1,0,0,4
55031,WISCONSIN,DOUGLAS,44295,13218,10923,24677,171.25,31.31,46.5,109.38,3.99,0.0,0.0,0.0,0.0,"45,962",9.3,1,0,0,0,0,0,1
55027,WISCONSIN,DODGE,89396,16356,31355,48436,158.68,41.33,43.14,102.02,1.75,0.0,0.0,0.0,0.0,"48,547",5.4,5,0,1,0,0,0,6
55025,WISCONSIN,DANE,561504,260185,78800,344791,162.7,34.59,44.32,107.01,1.19,0.49,0.02,0.21,1.5,"66,094",4.9,5,1,3,0,0,0,9
55021,WISCONSIN,COLUMBIA,58490,16410,16927,33869,133.53,33.3,35.87,85.7,2.7,0.0,0.0,0.0,0.0,"56,134",6.0,0,2,0,0,0,0,2
55017,WISCONSIN,CHIPPEWA,66297,13983,21317,35938,219.95,40.17,59.9,141.21,1.14,0.0,0.0,0.0,0.0,"50,639",6.4,0,0,0,0,1,0,1
55009,WISCONSIN,BROWN,268740,65511,75871,144017,360.37,47.78,98.19,233.77,4.3,0.0,0.0,0.01,0.44,"56,093",6.2,1,1,0,0,0,0,2
55005,WISCONSIN,BARRON,46711,9194,15803,25346,161.9,49.61,44.49,104.48,1.93,0.0,0.0,0.0,0.85,"53,179",6.2,2,0,0,0,0,2,4
54099,WEST VIRGINIA,WAYNE,38982,4088,12585,16947,0.0,0.08,0.23,1.67,27.27,0.0,0.0,0.0,0.0,"37,566",8.3,0,2,0,0,0,0,2
54079,WEST VIRGINIA,PUTNAM,57440,7878,20034,28501,36.86,9.55,9.96,34.97,14.34,0.0,0.0,0.0,0.0,"50,363",7.3,1,0,0,0,0,0,1
54069,WEST VIRGINIA,OHIO,42425,7223,12354,19898,218.08,43.04,59.79,146.66,7.87,0.46,0.0,0.0,0.0,"61,452",8.3,3,1,0,0,0,0,4
54061,WEST VIRGINIA,MONONGALIA,105822,20282,20803,42072,99.17,13.14,27.03,67.59,5.55,0.23,0.0,0.0,0.09,"48,802",6.3,4,0,0,0,0,0,4
54053,WEST VIRGINIA,MASON,25453,2526,8491,11203,9.48,6.56,2.34,8.25,13.06,0.0,0.0,0.0,0.0,"37,641",8.4,3,0,0,0,0,0,3
54051,WEST VIRGINIA,MARSHALL,30591,3455,10435,14080,158.9,20.7,43.43,104.34,15.98,0.0,0.0,0.0,0.0,"44,092",9.9,1,0,0,0,0,0,1
54041,WEST VIRGINIA,LEWIS,17033,1538,5782,7457,75.27,13.88,20.19,48.4,5.19,0.0,0.0,0.0,0.0,"43,634",10.8,2,1,0,0,0,0,3
54039,WEST VIRGINIA,KANAWHA,180745,34344,46398,82244,51.65,13.92,13.82,42.04,22.13,0.45,0.0,0.0,0.05,"52,969",8.7,0,1,0,1,0,0,2
54031,WEST VIRGINIA,HARDY,14299,1381,4859,6331,31.26,5.96,4.98,20.01,17.74,0.0,0.0,0.0,0.0,"38,269",7.1,0,0,0,0,1,0,1
54029,WEST VIRGINIA,HANCOCK,29095,3790,9806,13800,277.64,28.67,76.75,178.4,33.24,0.0,0.0,0.0,0.0,"47,007",9.9,2,0,0,1,0,0,3
54025,WEST VIRGINIA,GREENBRIER,32977,4655,10925,15850,36.07,14.35,9.51,31.97,9.72,0.0,0.0,0.0,0.0,"40,759",8.0,0,0,1,0,0,0,1
54011,WEST VIRGINIA,CABELL,94350,14994,21721,37360,72.2,17.95,19.58,65.11,11.93,0.68,0.0,0.0,0.1,"46,805",7.9,2,0,1,0,0,1,4
53077,WASHINGTON,YAKIMA,256728,43179,50555,96193,260.76,26.14,70.23,170.61,13.59,0.05,0.0,0.49,0.06,"49,099",9.6,7,0,0,0,0,0,7
53075,WASHINGTON,WHITMAN,47973,11184,9067,21126,71.41,15.1,19.26,54.2,5.83,0.0,0.0,0.0,0.17,"44,628",5.7,2,0,1,0,0,0,3
53073,WASHINGTON,WHATCOM,226847,83660,50489,138620,79.59,17.27,21.29,71.0,4.05,0.31,0.0,0.46,0.11,"52,787",9.3,7,2,2,1,0,0,12
53071,WASHINGTON,WALLA WALLA,62584,13690,16400,31261,122.53,15.24,30.43,74.71,7.72,0.0,0.0,0.0,0.0,"51,767",6.8,1,0,0,0,0,0,1
53067,WASHINGTON,THURSTON,294793,96608,65277,168134,91.78,14.54,24.54,72.67,9.13,0.2,0.0,0.0,0.1,"56,007",8.2,1,4,1,0,0,1,7
53065,WASHINGTON,STEVENS,46445,7839,19808,28430,88.0,9.91,23.28,62.48,10.06,0.0,0.0,0.0,0.0,"42,740",9.3,0,0,1,0,0,0,1
53063,WASHINGTON,SPOKANE,539339,135765,148576,295430,68.79,11.03,18.41,62.14,7.5,0.13,0.0,0.5,0.05,"50,038",8.7,14,9,5,0,1,0,29
53061,WASHINGTON,SNOHOMISH,827957,256728,166428,438796,106.72,13.34,29.58,86.16,8.5,0.05,0.48,0.0,0.52,"62,267",8.8,13,7,2,0,0,0,22
53057,WASHINGTON,SKAGIT,129523,38252,32762,73423,129.06,19.17,34.5,92.28,7.55,0.0,0.0,0.0,0.0,"57,315",9.8,5,0,0,0,0,0,5
53053,WASHINGTON,PIERCE,921130,249506,197730,464081,96.29,13.94,25.87,76.93,13.69,0.07,0.0,4.11,0.12,"56,532",9.6,12,2,0,0,0,0,14
53049,WASHINGTON,PACIFIC,23365,6794,6953,14064,75.26,12.18,20.01,58.46,8.56,0.0,0.0,0.0,0.0,"43,749",10.9,0,0,0,0,0,1,1
53047,WASHINGTON,OKANOGAN,42104,8900,11840,21282,195.58,22.69,52.11,123.54,7.26,0.0,0.0,0.0,0.0,"47,535",8.9,0,1,0,0,0,0,1
53041,WASHINGTON,LEWIS,82149,14520,29391,45309,92.95,11.55,24.57,66.26,20.02,0.0,0.0,0.0,0.0,"47,752",9.4,2,0,0,0,0,0,2
53037,WASHINGTON,KITTITAS,44337,11421,14105,26364,115.48,16.93,31.05,74.77,4.0,0.0,0.0,0.0,0.0,"45,267",8.9,1,0,0,0,0,0,1
53035,WASHINGTON,KITSAP,275611,90277,61563,158672,130.79,22.98,35.54,96.22,25.33,0.1,0.0,0.01,0.06,"60,704",7.7,2,1,0,0,0,0,3
53033,WASHINGTON,KING,2269675,907310,269167,1210507,139.64,22.16,38.31,99.08,9.19,0.62,0.12,0.56,0.85,"96,647",7.8,236,45,98,5,6,14,404
53029,WASHINGTON,ISLAND,86857,29213,22746,53925,67.52,18.33,18.21,78.66,5.19,0.0,0.0,0.02,0.0,"59,200",8.2,2,0,0,0,0,0,2
53027,WASHINGTON,GRAYS HARBOR,75636,17354,19877,38441,75.3,10.47,20.07,57.37,6.7,0.0,0.0,0.0,0.0,"43,710",11.7,4,0,0,0,0,0,4
53025,WASHINGTON,GRANT,99123,11819,24764,37680,304.8,29.96,82.47,197.26,10.01,0.0,0.0,0.0,0.0,"48,468",8.8,9,0,0,0,0,0,9
53015,WASHINGTON,COWLITZ,110730,23938,34424,60280,64.41,10.23,16.77,54.58,11.02,0.0,0.0,0.0,0.0,"48,232",9.3,0,0,2,2,0,0,4
53011,WASHINGTON,CLARK,503311,140324,126303,275403,72.54,11.76,19.29,63.82,7.01,0.07,0.0,0.0,0.13,"57,863",8.4,7,2,3,0,0,1,13
53009,WASHINGTON,CLALLAM,77155,24721,23062,49264,102.2,18.42,27.12,74.28,7.26,0.0,0.0,0.0,0.0,"49,718",10.2,3,0,2,0,1,0,6
53007,WASHINGTON,CHELAN,79074,19349,22746,43306,112.89,15.63,30.09,107.82,11.79,0.0,0.0,0.0,0.0,"60,518",8.3,1,1,0,0,0,0,2
53005,WASHINGTON,BENTON,206873,38706,60365,103033,161.6,21.44,43.52,117.06,8.41,0.07,0.0,0.0,0.45,"51,757",8.2,1,1,0,0,0,0,2
51840,VIRGINIA,WINCHESTER CITY,28120,6610,5221,12113,384.53,76.2,105.11,249.39,14.95,0.0,0.0,0.0,2.04,"54,832",6.1,0,0,0,0,0,1,1
51810,VIRGINIA,VIRGINIA BEACH CITY,459470,117393,105087,227717,128.11,24.9,34.79,91.65,10.78,0.13,0.0,0.0,0.26,"60,796",6.4,1,1,0,0,0,0,2
51800,VIRGINIA,SUFFOLK CITY,94324,28676,20082,49642,9.5,12.68,2.07,18.83,17.03,0.0,0.0,0.0,0.0,"55,561",6.6,0,0,1,0,0,0,1
51770,VIRGINIA,ROANOKE CITY,100011,26773,15607,43323,114.56,45.36,30.01,80.48,39.66,0.7,0.0,0.0,1.15,"46,727",7.9,1,1,1,0,0,0,3
51760,VIRGINIA,RICHMOND CITY,226610,92175,16603,111181,160.64,80.5,43.56,108.81,38.52,1.68,0.0,0.55,1.79,"59,148",9.1,5,0,2,0,0,0,7
51710,VIRGINIA,NORFOLK CITY,238005,64440,23443,89988,96.17,37.2,26.56,68.95,28.95,1.73,0.0,0.0,2.79,"42,996",9.0,3,0,0,0,0,0,3
51700,VIRGINIA,NEWPORT NEWS CITY,186247,53099,26377,81270,98.4,15.7,26.79,71.95,12.89,0.44,0.93,0.0,2.14,"45,781",9.0,1,0,3,0,0,0,4
51680,VIRGINIA,LYNCHBURG CITY,79009,18048,17097,36364,103.23,43.14,26.88,75.97,60.1,0.0,0.0,0.0,0.73,"41,030",7.5,1,0,0,0,0,0,1
51660,VIRGINIA,HARRISONBURG CITY,51814,11022,5591,17093,111.29,22.17,30.97,84.84,7.36,0.0,0.0,0.0,2.99,"43,232",6.6,1,1,1,0,0,0,3
51650,VIRGINIA,HAMPTON CITY,137148,46220,18430,65957,75.42,17.74,20.24,56.09,32.5,0.0,0.0,2.25,1.45,"46,165",8.8,2,0,1,0,0,0,3
51630,VIRGINIA,FREDERICKSBURG CITY,27982,8517,4037,12877,632.72,129.24,173.54,422.26,29.36,0.0,0.0,0.0,0.0,"55,077",7.4,1,0,1,0,0,0,2
51620,VIRGINIA,FRANKLIN CITY,8180,2525,1487,4064,75.06,30.64,18.99,89.54,44.3,0.0,0.0,0.0,0.0,"46,909",8.6,2,0,0,0,0,0,2
51600,VIRGINIA,FAIRFAX CITY,24146,9174,4007,13487,419.08,39.09,112.95,265.62,3.82,7.47,0.0,0.0,9.18,"88,971",6.0,27,8,3,1,0,0,39
51550,VIRGINIA,CHESAPEAKE CITY,249422,66377,58180,127246,102.39,15.02,27.57,78.68,16.62,0.0,0.32,0.0,0.0,"53,622",6.3,2,0,0,0,0,0,2
51540,VIRGINIA,CHARLOTTESVILLE CITY,46553,20696,3094,24213,339.53,65.98,92.7,227.67,16.85,0.0,0.0,0.0,1.23,"77,606",6.7,2,0,1,0,0,0,3
51510,VIRGINIA,ALEXANDRIA CITY,159467,66240,14544,82521,117.2,78.96,33.03,73.87,12.56,1.79,0.0,0.02,1.39,"93,835",6.2,2,1,2,0,0,0,5
51193,VIRGINIA,WESTMORELAND,18477,4501,5318,9948,71.39,41.33,19.47,55.55,16.75,0.0,0.0,0.0,0.0,"48,577",6.0,0,1,0,0,0,0,1
51191,VIRGINIA,WASHINGTON,53935,6617,21679,28693,18.3,7.76,4.8,32.21,22.58,0.0,0.0,0.0,0.0,"42,796",6.0,1,1,0,0,0,1,3
51185,VIRGINIA,TAZEWELL,40429,3205,16731,20152,2.23,2.66,0.3,4.7,16.89,0.0,0.0,0.0,0.0,"39,795",7.9,1,0,0,0,0,0,1
51179,VIRGINIA,STAFFORD,156927,40245,37636,79629,36.66,13.93,9.81,32.17,8.93,0.22,0.0,0.0,0.0,"58,635",5.8,4,0,0,0,0,0,4
51177,VIRGINIA,SPOTSYLVANIA,140032,34307,39411,75317,80.71,11.71,21.48,57.18,26.56,0.0,0.0,0.0,1.58,"55,077",6.2,1,0,0,1,0,0,2
51171,VIRGINIA,SHENANDOAH,44186,6836,16463,23684,40.46,24.61,8.73,25.78,4.24,0.0,0.0,0.0,0.0,"49,948",5.5,1,0,0,0,0,0,1
51165,VIRGINIA,ROCKINGHAM,83757,12644,30349,43821,13.88,7.39,0.72,14.83,19.45,0.22,0.0,0.0,0.0,"43,232",4.9,0,1,0,0,0,0,1
51161,VIRGINIA,ROANOKE,96929,21801,34268,57226,77.28,9.05,20.86,58.46,14.33,0.0,0.36,0.0,0.0,"54,977",5.3,1,1,1,0,0,0,3
51159,VIRGINIA,RICHMOND,8923,1513,2547,4102,2.38,16.38,0.0,7.28,31.59,0.0,0.0,0.0,0.0,"40,791",5.0,5,0,2,0,0,0,7
51153,VIRGINIA,PRINCE WILLIAM,482204,142863,81222,228267,168.44,17.64,45.98,112.92,12.21,0.04,0.0,0.0,5.21,"59,812",6.7,4,1,0,0,0,0,5
51149,VIRGINIA,PRINCE GEORGE,43010,7103,10103,17439,40.18,7.38,10.59,27.99,25.01,0.0,0.0,0.0,0.0,"41,732",6.7,2,0,0,0,0,0,2
51147,VIRGINIA,PRINCE EDWARD,21849,4973,4434,9575,53.28,22.23,14.13,36.49,10.39,0.0,0.0,0.0,0.87,"33,868",6.7,1,0,0,0,0,0,1
51143,VIRGINIA,PITTSYLVANIA,60501,10115,23751,34227,8.59,7.02,2.13,13.33,23.57,0.0,0.0,0.0,0.0,"39,442",6.7,0,0,1,0,0,0,1
51139,VIRGINIA,PAGE,23709,3007,9345,12514,23.01,18.87,5.07,14.19,9.16,0.0,0.0,0.0,0.0,"42,307",7.6,0,0,1,0,0,0,1
51131,VIRGINIA,NORTHAMPTON,12282,3667,2955,6732,68.37,43.01,17.49,43.25,12.91,0.0,0.0,0.0,0.0,"62,614",8.1,2,0,0,0,0,0,2
51125,VIRGINIA,NELSON,14775,4327,4812,9318,70.7,19.48,18.84,45.11,22.53,0.0,0.0,0.0,0.0,"55,869",5.9,0,0,1,0,0,0,1
51107,VIRGINIA,LOUDOUN,420959,138372,82088,224976,139.11,22.99,38.27,90.73,2.88,0.19,0.71,0.0,2.11,"84,374",5.5,15,3,3,1,1,1,24
51087,VIRGINIA,HENRICO,334389,116572,63440,183299,159.14,30.6,43.52,104.61,22.5,0.11,3.59,0.0,4.0,"69,872",6.7,1,0,0,0,0,0,1
51085,VIRGINIA,HANOVER,109979,25307,44318,70988,126.59,31.45,34.57,83.08,30.41,0.0,0.0,0.18,0.0,"64,704",5.0,1,0,0,0,0,0,1
51071,VIRGINIA,GILES,16787,2156,6876,9178,10.26,4.37,2.58,25.82,9.87,0.0,0.0,0.0,0.0,"43,561",6.4,0,0,1,0,0,0,1
51067,VIRGINIA,FRANKLIN,54477,8381,20895,29704,34.96,10.16,7.44,26.01,24.55,0.0,0.0,0.0,0.0,"44,821",5.6,2,0,0,0,0,0,2
51065,VIRGINIA,FLUVANNA,27249,7414,8155,15846,93.78,13.3,25.41,60.02,8.83,0.0,0.0,0.0,0.0,"48,440",5.4,1,0,1,0,0,0,2
51059,VIRGINIA,FAIRFAX,1150309,419943,168401,601243,187.85,36.24,52.36,126.12,5.55,0.72,0.47,0.37,5.91,"88,971",6.0,27,8,3,1,0,0,39
51053,VIRGINIA,DINWIDDIE,27947,6224,8695,15092,0.85,3.12,0.0,9.48,24.5,0.0,0.0,0.0,0.0,"44,938",6.6,1,2,0,0,0,0,3
51041,VIRGINIA,CHESTERFIELD,364548,106935,93326,203955,157.15,24.54,42.96,108.44,22.33,0.0,0.82,0.18,1.18,"58,069",6.1,2,1,0,0,0,0,3
51037,VIRGINIA,CHARLOTTE,11529,2317,3815,6191,5.31,0.0,0.0,2.6,26.14,0.0,0.0,0.0,1.66,"38,547",5.8,2,0,0,0,0,0,2
51031,VIRGINIA,CAMPBELL,55696,8070,21245,29901,1.13,1.05,0.0,23.13,17.7,0.38,0.0,0.0,0.31,"41,030",6.0,1,0,0,0,0,0,1
51019,VIRGINIA,BEDFORD,79462,12176,35600,48669,60.49,11.79,16.26,46.09,16.96,0.0,0.0,0.0,0.0,"49,457",5.3,1,1,0,0,0,0,2
51013,VIRGINIA,ARLINGTON,238643,105344,22318,130739,172.4,41.11,47.56,112.63,7.16,0.28,0.0,0.0,0.93,"100,823",4.6,8,4,1,0,0,0,13
51009,VIRGINIA,AMHERST,31307,5672,11041,17005,11.89,10.89,3.03,29.72,23.11,0.0,0.0,0.0,0.0,"40,293",5.8,2,0,0,0,0,0,2
51007,VIRGINIA,AMELIA,13265,2411,5390,7894,53.79,13.03,13.74,36.96,12.54,0.0,0.0,0.0,0.0,"46,780",6.0,0,0,1,0,0,0,1
51003,VIRGINIA,ALBEMARLE,112395,42466,20804,64657,38.21,59.88,10.02,25.8,12.4,0.98,0.0,0.0,0.0,"77,606",5.5,1,0,1,0,0,0,2
51001,VIRGINIA,ACCOMACK,33413,7578,9172,16962,109.23,21.63,29.49,73.22,11.53,0.0,0.0,0.0,0.0,"53,762",6.7,1,0,0,0,0,0,1
50027,VERMONT,WINDSOR,57753,24779,10135,36308,88.01,24.11,24.21,57.68,6.42,0.45,0.0,0.0,0.0,"63,786",5.9,1,0,1,0,0,0,2
50025,VERMONT,WINDHAM,45905,20057,7251,28452,139.99,26.36,37.53,91.25,1.79,0.59,0.0,0.0,0.0,"56,610",6.7,0,0,0,0,0,1,1
50023,VERMONT,WASHINGTON,59807,25101,8707,35325,283.79,35.48,77.5,185.77,1.19,0.0,0.0,0.0,0.0,"64,997",4.9,4,0,0,0,0,0,4
50021,VERMONT,RUTLAND,60572,18746,14625,34772,201.04,33.56,54.73,137.39,2.77,0.22,0.0,0.0,2.1,"57,283",6.7,2,0,2,0,0,0,4
50019,VERMONT,ORLEANS,27393,7757,7086,15442,168.52,26.47,45.54,106.99,3.02,0.0,0.0,0.0,0.0,"49,998",7.6,1,0,1,0,0,0,2
50011,VERMONT,FRANKLIN,49946,13612,11274,26072,331.35,39.33,90.18,210.42,1.77,0.0,0.0,0.0,0.0,"52,181",5.1,1,0,0,0,0,0,1
50007,VERMONT,CHITTENDEN,168323,72938,20104,96755,335.08,42.14,91.41,221.23,1.94,0.79,0.0,0.03,2.45,"64,605",4.7,5,3,4,0,0,0,12
50003,VERMONT,BENNINGTON,37347,11858,6724,19357,248.48,56.16,67.47,159.6,2.69,0.78,0.0,0.0,0.0,"59,131",6.5,3,1,1,0,0,0,5
49057,UTAH,WEBER,262223,40695,65949,111403,89.2,9.5,24.15,58.79,3.68,0.0,0.0,0.48,0.19,"46,675",4.9,2,1,2,0,0,0,5
49053,UTAH,WASHINGTON,180279,20530,67294,91070,68.02,7.7,18.3,43.91,0.92,0.04,0.0,0.0,0.0,"43,782",5.5,0,1,0,0,0,0,1
49035,UTAH,SALT LAKE,1185238,289906,230174,546581,100.36,12.37,27.49,64.16,3.01,0.14,0.21,0.25,1.67,"59,077",5.2,7,2,1,0,0,0,10
49019,UTAH,GRAND,9669,2806,2248,5185,23.09,23.83,5.58,14.47,5.24,0.0,0.0,0.0,0.0,"60,928",9.6,0,0,1,0,0,0,1
49013,UTAH,DUCHESNE,19596,843,7512,8561,13.71,1.12,3.36,8.65,5.55,0.0,0.0,0.0,0.0,"40,780",8.0,1,0,0,0,0,0,1
49011,UTAH,DAVIS,362679,57411,104135,169814,25.72,3.03,6.99,16.66,3.95,0.0,0.0,0.0,0.61,"51,852",4.2,6,0,0,0,0,0,6
48497,TEXAS,WISE,68632,4973,27032,32365,80.57,7.95,21.72,63.39,33.53,0.0,0.0,0.0,0.0,"48,435",6.6,1,0,0,1,0,0,2
48493,TEXAS,WILSON,49753,6350,18463,25013,301.79,28.98,82.02,193.15,13.06,0.0,0.0,0.0,0.0,"49,745",5.7,3,0,0,0,0,0,3
48491,TEXAS,WILLIAMSON,609017,143795,139729,289555,188.22,22.06,51.16,126.47,10.66,0.03,0.0,0.03,0.89,"56,693",5.8,7,3,3,3,0,0,16
48487,TEXAS,WILBARGER,12887,956,3524,4524,62.42,8.79,16.62,41.73,89.22,0.0,0.0,0.0,0.0,"49,537",5.9,4,0,0,0,0,0,4
48485,TEXAS,WICHITA,129350,13161,32069,46040,191.57,18.2,51.94,128.05,56.72,0.0,0.0,0.0,0.3,"46,322",6.6,2,1,0,0,0,0,3
48481,TEXAS,WHARTON,41570,4694,11926,16761,396.43,43.71,107.58,259.97,25.17,0.0,0.0,0.0,0.0,"48,384",6.8,1,0,0,0,0,0,1
48479,TEXAS,WEBB,267114,41820,25898,68397,660.35,60.97,179.58,420.79,9.59,0.0,0.0,0.0,0.15,"35,626",8.5,1,0,0,3,1,0,5
48477,TEXAS,WASHINGTON,35805,4261,12959,17427,284.02,63.91,77.25,183.85,18.9,0.0,0.0,0.0,0.0,"58,426",5.7,3,1,0,0,0,0,4
48475,TEXAS,WARD,11644,764,3241,4060,263.36,23.69,71.07,167.55,53.06,0.0,0.0,0.0,0.0,"48,109",9.5,4,0,0,0,0,0,4
48469,TEXAS,VICTORIA,91319,10380,23358,34188,290.88,35.76,79.26,192.26,21.74,0.0,0.0,0.0,0.23,"53,881",8.3,1,0,0,0,0,0,1
48453,TEXAS,TRAVIS,1290188,435860,161337,608575,215.89,36.32,58.66,141.67,12.44,0.43,0.37,0.22,1.24,"74,032",6.4,11,4,3,0,0,1,19
48441,TEXAS,TAYLOR,143208,14588,39547,55135,84.94,19.08,22.86,63.31,79.23,0.04,0.0,0.0,0.0,"52,429",5.5,0,0,3,0,0,0,3
48439,TEXAS,TARRANT,2110640,411567,409741,834697,189.42,20.09,51.48,131.73,33.01,0.12,0.0,0.09,1.49,"55,615",7.4,32,2,9,0,0,0,43
48429,TEXAS,STEPHENS,9101,397,3385,3800,118.86,10.7,32.1,78.42,84.9,0.0,0.0,0.0,0.0,"45,759",6.1,1,0,0,0,0,0,1
48427,TEXAS,STARR,65920,9123,8247,17525,848.59,76.96,230.88,539.77,3.46,0.0,0.0,0.0,0.0,"32,146",17.5,3,1,0,0,0,0,4
48423,TEXAS,SMITH,233479,29615,69080,100089,108.66,21.58,29.15,77.09,54.41,0.1,0.0,0.0,0.33,"57,076",6.8,2,0,0,0,0,1,3
48401,TEXAS,RUSK,52214,4629,16534,21377,70.52,10.56,18.93,48.57,28.69,0.0,0.0,0.0,0.0,"39,551",7.4,3,1,0,0,0,0,4
48399,TEXAS,RUNNELS,9900,552,3807,4409,315.12,31.51,85.71,203.22,67.21,0.0,0.0,0.0,0.0,"44,352",4.9,1,0,0,0,0,0,1
48397,TEXAS,ROCKWALL,107819,16412,36726,53891,137.72,18.75,37.56,90.69,63.31,0.0,0.0,0.0,0.0,"64,943",5.9,3,1,1,0,0,0,5
48381,TEXAS,RANDALL,140753,12802,50796,64674,14.88,1.76,4.48,33.23,30.51,0.0,0.0,0.0,0.28,"52,391",4.5,0,0,1,0,0,0,1
48375,TEXAS,POTTER,118525,9921,22820,33337,207.59,26.75,55.97,147.64,52.61,0.0,0.0,0.03,0.83,"49,498",5.5,1,0,0,0,0,0,1
48373,TEXAS,POLK,50123,5387,18573,24186,58.11,7.54,15.39,38.72,24.67,0.0,0.0,0.0,0.0,"42,830",8.8,1,2,1,0,0,0,4
